id,filename,expansion,cardname,txt
917,VO_CFM_670_Male_Goblin_Death_01,비열한 거리의 가젯잔,시장 노겐포저,죽음
918,VO_CFM_670_Male_Goblin_Play_01,비열한 거리의 가젯잔,시장 노겐포저,가젯잔에 온걸 환영해
919,VO_CFM_671_Female_Wretched_Attack_01,비열한 거리의 가젯잔,냉기술사,얼어라
920,VO_CFM_671_Female_Wretched_Death_01,비열한 거리의 가젯잔,냉기술사,죽음
921,VO_CFM_671_Female_Wretched_Play_03,비열한 거리의 가젯잔,냉기술사,아주 어여쁘게 얼어붙었구나
922,VO_CFM_672_Female_Pandaren_Attack_01,비열한 거리의 가젯잔,마님 고야,대가를 치뤄라
923,VO_CFM_672_Female_Pandaren_Death_01,비열한 거리의 가젯잔,마님 고야,죽음
924,VO_CFM_672_Female_Pandaren_Play_01,비열한 거리의 가젯잔,마님 고야,누구나 원하는게 있기 마련이지
925,VO_CFM_685_Male_Ogre_Attack_01_Hon,비열한 거리의 가젯잔,두목 한초,이놈은 우리가 맡지 박살낸다
926,VO_CFM_685_Male_Ogre_Death_01_Hon,비열한 거리의 가젯잔,두목 한초,죽음
927,VO_CFM_685_Male_Ogre_Play_01_Hon,비열한 거리의 가젯잔,두목 한초,떡대들에 합류해라 아니면 박살나던가
928,VO_CFM_687_Female_BloodElf_Attack_01,비열한 거리의 가젯잔,문신사 솔리아,힘이 넘쳐나
929,VO_CFM_687_Female_BloodElf_Death_01,비열한 거리의 가젯잔,문신사 솔리아,죽음
930,VO_CFM_687_Female_BloodElf_Play_02,비열한 거리의 가젯잔,문신사 솔리아,비밀 결사의 힘을 받아들여라
931,VO_CFM_688_Male_Quilboar_Attack_01,비열한 거리의 가젯잔,멧돼지단 돌격수,한바탕 설쳐볼까
932,VO_CFM_688_Male_Quilboar_Attack_02,비열한 거리의 가젯잔,멧돼지단 돌격수,모조리 다져버리겠어
933,VO_CFM_688_Male_Quilboar_Attack_03,비열한 거리의 가젯잔,멧돼지단 돌격수,고기다
934,VO_CFM_688_Male_Quilboar_Death_01,비열한 거리의 가젯잔,멧돼지단 돌격수,구워졌다
935,VO_CFM_688_Male_Quilboar_Play_01,비열한 거리의 가젯잔,멧돼지단 돌격수,도로의 무법자가 나가신다
936,VO_CFM_691_Male_Mantid_Attack_01,비열한 거리의 가젯잔,비취 무리전사,무리여
937,VO_CFM_691_Male_Mantid_Death_01,비열한 거리의 가젯잔,비취 무리전사,죽음
938,VO_CFM_691_Male_Mantid_Play_01,비열한 거리의 가젯잔,비취 무리전사,숨겨진 군대가 드러나노니
939,VO_CFM_693_Female_Jinyu_Attack_01,비열한 거리의 가젯잔,가젯잔 뱃사공,출항
940,VO_CFM_693_Female_Jinyu_Death_01,비열한 거리의 가젯잔,가젯잔 뱃사공,죽음
941,VO_CFM_693_Female_Jinyu_Play_01,비열한 거리의 가젯잔,가젯잔 뱃사공,어디로 데려다줄까
942,VO_CFM_694_Male_Mantid_Attack_01,비열한 거리의 가젯잔,그림자 사부,어둠속에 비수로
943,VO_CFM_694_Male_Mantid_Death_01,비열한 거리의 가젯잔,그림자 사부,죽음
944,VO_CFM_694_Male_Mantid_Play_01,비열한 거리의 가젯잔,그림자 사부,그림자의 가르침이니라
945,VO_CFM_697_Female_NightElf_Attack_01,비열한 거리의 가젯잔,연꽃 환영술사,피어나라
946,VO_CFM_697_Female_NightElf_Death_01,비열한 거리의 가젯잔,연꽃 환영술사,죽음
947,VO_CFM_697_Female_NightElf_Play_01,비열한 거리의 가젯잔,연꽃 환영술사,연꽃이 만개한다
948,VO_CFM_750_Male_VoidWalker_Attack_01,비열한 거리의 가젯잔,속박 풀린 크룰,내 명령을 따라라
949,VO_CFM_750_Male_VoidWalker_Death_01,비열한 거리의 가젯잔,속박 풀린 크룰,죽음
950,VO_CFM_750_Male_VoidWalker_Play_01,비열한 거리의 가젯잔,속박 풀린 크룰,내가 곧 공허이니 나는 너의 주인이니라
951,VO_CFM_753_Male_Goblin_Attack_01,비열한 거리의 가젯잔,험악한 거리 만물상,미안하게 됐네
952,VO_CFM_753_Male_Goblin_Death_01,비열한 거리의 가젯잔,험악한 거리 만물상,이런 개떡 같은
953,VO_CFM_753_Male_Goblin_Play_01,비열한 거리의 가젯잔,험악한 거리 만물상,그건 사고였다고
954,VO_CFM_754_Male_Goblin_Attack_03,비열한 거리의 가젯잔,험악한 기계공,악감정은 당연히 있지
955,VO_CFM_754_Male_Goblin_Death_02,비열한 거리의 가젯잔,험악한 기계공,빗맞았네
956,VO_CFM_754_Male_Goblin_Play_01,비열한 거리의 가젯잔,험악한 기계공,이게 바로 자동섬멸포 마크7이야
957,VO_CFM_755_Female_Goblin_Attack_01,비열한 거리의 가젯잔,험악한 거리 전당포 주인,로켓 발사
958,VO_CFM_755_Female_Goblin_Death_01,비열한 거리의 가젯잔,험악한 거리 전당포 주인,죽음
959,VO_CFM_755_Female_Goblin_Play_01,비열한 거리의 가젯잔,험악한 거리 전당포 주인,뭐든 일단 터뜨리고 봐
960,VO_CFM_756_Female_Orc_Attack_01,비열한 거리의 가젯잔,뒷골목 방어구 제작자,이거나 받아라
961,VO_CFM_756_Female_Orc_Death_01,비열한 거리의 가젯잔,뒷골목 방어구 제작자,죽음
962,VO_CFM_756_Female_Orc_Play_01,비열한 거리의 가젯잔,뒷골목 방어구 제작자,날카로운 가젯잔 강철
963,VO_CFM_759_Male_Tuskarr_Attack_01,비열한 거리의 가젯잔,비열한 거리 치안대장,봤지
964,VO_CFM_759_Male_Tuskarr_Death_01,비열한 거리의 가젯잔,비열한 거리 치안대장,죽음
965,VO_CFM_759_Male_Tuskarr_Play_01,비열한 거리의 가젯잔,비열한 거리 치안대장,바다 깊숙한 곳에 쳐넣어야겠군
966,VO_CFM_760_Female_Dranei_Attack_01,비열한 거리의 가젯잔,비밀결사 수정배달부,빨리
967,VO_CFM_760_Female_Dranei_Death_01,비열한 거리의 가젯잔,비밀결사 수정배달부,죽음
968,VO_CFM_760_Female_Dranei_Play_01,비열한 거리의 가젯잔,비밀결사 수정배달부,이런 늦어버렸어
969,VO_CFM_781_Male_Sha_Attack_01,비열한 거리의 가젯잔,수집가 샤쿠,굴복해라
970,VO_CFM_781_Male_Sha_Death_01,비열한 거리의 가젯잔,수집가 샤쿠,죽음
971,VO_CFM_781_Male_Sha_Play_01,비열한 거리의 가젯잔,수집가 샤쿠,어둠을 받아들여라
972,VO_CFM_790_Male_Kobold_Attack_01,비열한 거리의 가젯잔,비겁한 밀고자,말할께 말하면 되잖아
973,VO_CFM_790_Male_Kobold_Death_01,비열한 거리의 가젯잔,비겁한 밀고자,죽음
974,VO_CFM_790_Male_Kobold_Play_03,비열한 거리의 가젯잔,비겁한 밀고자,난 아무 것도 말 안해
975,VO_CFM_806_Male_Human_Attack_01,비열한 거리의 가젯잔,래시온,내가 풀려났다
976,VO_CFM_806_Male_Human_Death_01,비열한 거리의 가젯잔,래시온,죽음
977,VO_CFM_806_Male_Human_Play_02,비열한 거리의 가젯잔,래시온,난 자유를 누리기 위해 숨어있어야 한다
978,VO_CFM_807_Male_Goblin_Attack_01,비열한 거리의 가젯잔,경매장 지배인 비어도,난 바쁜 사람이야
979,VO_CFM_807_Male_Goblin_Death_01,비열한 거리의 가젯잔,경매장 지배인 비어도,죽음
980,VO_CFM_807_Male_Goblin_Play_01,비열한 거리의 가젯잔,경매장 지배인 비어도,시간은 금이라고 친구
981,VO_CFM_808_Male_Undead_Attack_01,비열한 거리의 가젯잔,상어 겐조,손은 눈보다 빠르지
982,VO_CFM_808_Male_Undead_Death_01,비열한 거리의 가젯잔,상어 겐조,죽음
983,VO_CFM_808_Male_Undead_Play_01,비열한 거리의 가젯잔,상어 겐조,카드 한 장 골라봐
984,VO_CFM_809_Male_Quilboar_Attack_01,비열한 거리의 가젯잔,타나리스 멧돼지단원,오빠 달린다
985,VO_CFM_809_Male_Quilboar_Death_01,비열한 거리의 가젯잔,타나리스 멧돼지단원,죽음
986,VO_CFM_809_Male_Quilboar_Play_01,비열한 거리의 가젯잔,타나리스 멧돼지단원,사나운 짐승처럼
987,VO_CFM_810_Female_Quilboar_Attack_01,비열한 거리의 가젯잔,가죽옷의 멧돼지단 두목,좋았어
988,VO_CFM_810_Female_Quilboar_Play_01,비열한 거리의 가젯잔,가죽옷의 멧돼지단 두목,멧돼지단 이동
989,VO_CFM_815_Male_Dwarf_Attack_01,비열한 거리의 가젯잔,방화광 번브리슬,모조리 태워버려
990,VO_CFM_815_Male_Dwarf_Death_01,비열한 거리의 가젯잔,방화광 번브리슬,죽음
991,VO_CFM_815_Male_Dwarf_Play_02,비열한 거리의 가젯잔,방화광 번브리슬,불이야
992,VO_CFM_816_Male_Vermin_Attack_01,비열한 거리의 가젯잔,토깽 사부,당근 당근 내려치기
993,VO_CFM_816_Male_Vermin_Death_01,비열한 거리의 가젯잔,토깽 사부,죽음
994,VO_CFM_816_Male_Vermin_Play_01,비열한 거리의 가젯잔,토깽 사부,당근이 널 인도하길
995,VO_CFM_851_Female_NightElf_Attack_01,비열한 거리의 가젯잔,대담한 기자,진실을 말하세요
996,VO_CFM_851_Female_NightElf_Death_01,비열한 거리의 가젯잔,대담한 기자,죽음
997,VO_CFM_851_Female_NightElf_Play_01,비열한 거리의 가젯잔,대담한 기자,가젯잔 일보는 특종을 놓치지 않죠
998,VO_CFM_852_Female_Pandaren_Attack_01,비열한 거리의 가젯잔,비취 연꽃 요원,신속하게 날렵하게
999,VO_CFM_852_Female_Pandaren_Death_01,비열한 거리의 가젯잔,비취 연꽃 요원,죽음
1000,VO_CFM_852_Female_Pandaren_Play_01,비열한 거리의 가젯잔,비취 연꽃 요원,만물의 균형을
1001,VO_CFM_853_Female_Tauren_Attack_01,비열한 거리의 가젯잔,험악한 거리 밀수업자,시연을 해줄까
1002,VO_CFM_853_Female_Tauren_Death_02,비열한 거리의 가젯잔,험악한 거리 밀수업자,총알이 모자라
1003,VO_CFM_853_Female_Tauren_Play_01,비열한 거리의 가젯잔,험악한 거리 밀수업자,어디서 구했는지는 묻지마
1004,VO_CFM_855_Male_Human_Attack_01,비열한 거리의 가젯잔,데피아즈단 청부업자,진정해
1005,VO_CFM_855_Male_Human_Death_01,비열한 거리의 가젯잔,데피아즈단 청부업자,죽음
1006,VO_CFM_855_Male_Human_Play_01,비열한 거리의 가젯잔,데피아즈단 청부업자,허튼 짓은 하지 마
1007,VO_CFM_900_Male_Imp_Attack_01,비열한 거리의 가젯잔,돌팔이 연금술사,한모금 마실래
1008,VO_CFM_900_Male_Imp_Death_01,비열한 거리의 가젯잔,돌팔이 연금술사,죽음
1009,VO_CFM_900_Male_Imp_Play_01,비열한 거리의 가젯잔,돌팔이 연금술사,비밀 결사에 들라구
1010,VO_CFM_902_Female_Pandaren_Attack_01,비열한 거리의 가젯잔,아이야 블랙포우,너 이제 죽어
1011,VO_CFM_902_Female_Pandaren_Death_01,비열한 거리의 가젯잔,아이야 블랙포우,너 재미 없어
1012,VO_CFM_902_Female_Pandaren_Play_02,비열한 거리의 가젯잔,아이야 블랙포우,골렘은 여자의 영원한 친구라고
1013,VO_CFM_BKP2_Male_Grummle_Attack_01,비열한 거리의 가젯잔,복덩이 찾는 해적단원,이건 내 복덩이
1014,VO_CFM_BKP2_Male_Grummle_Death_01,비열한 거리의 가젯잔,복덩이 찾는 해적단원,죽음
1015,VO_CFM_BKP2_Male_Grummle_Play_01,비열한 거리의 가젯잔,복덩이 찾는 해적단원,보물을 찾고 있나요
1016,VO_Crone_Female_Troll_CroneDeath_02,한여름 밤의 카라잔,마녀,안돼 거기서 내가 널
1017,VO_Crone_Female_Troll_CroneEmoteResponse_02,한여름 밤의 카라잔,마녀,웃음
1018,VO_Crone_Female_Troll_CroneFlyingMonkeys_01,한여름 밤의 카라잔,마녀,저 여자애를 데려와
1019,VO_Crone_Female_Troll_CroneHeroPower_02,한여름 밤의 카라잔,마녀,웃음
1020,VO_Crone_Female_Troll_CroneOpen_01,한여름 밤의 카라잔,마녀,도망쳐라 앙큼한 것들아
1021,VO_CS1_042_Attack_02,오리지널,황금골 보병,전투 준비
1022,VO_CS1_042_Death_03,오리지널,황금골 보병,죽음
1023,VO_CS1_042_Play_01,오리지널,황금골 보병,명령만 내리십시오
1024,VO_CS2_059_Attack_02,오리지널,피의 임프,좋아 작은 고추 나가신다
1025,VO_CS2_059_Death_03,오리지널,피의 임프,죽음
1026,VO_CS2_059_Play_01,오리지널,피의 임프,꼭 해야만 돼
1027,VO_CS2_065_Attack_02,오리지널,공허방랑자,명령대로 하겠다
1028,VO_CS2_065_Death_03,오리지널,공허방랑자,죽음
1029,VO_CS2_065_Play_01,오리지널,공허방랑자,왜 날 불렀지
1030,VO_CS2_088_Attack_02,오리지널,불명,복수
1031,VO_CS2_088_Death_03,오리지널,불명,너
1032,VO_CS2_088_Play_01,오리지널,불명,정의
1033,VO_CS2_101t_Attack_02,오리지널,은빛 성기사단 신병,전장으로
1034,VO_CS2_101t_Death_03,오리지널,은빛 성기사단 신병,죽음
1035,VO_CS2_101t_Play_01,오리지널,은빛 성기사단 신병,임무를 내려주십시오
1036,VO_CS2_117_Attack_02,오리지널,대지 고리회 선견자,물론이지
1037,VO_CS2_117_Death_03,오리지널,대지 고리회 선견자,죽음
1038,VO_CS2_117_Play_01,오리지널,대지 고리회 선견자,내 눈은 뜨여있다
1039,VO_CS2_121_Attack_02,오리지널,서리늑대 그런트,처치할 시간이다
1040,VO_CS2_121_Death_03,오리지널,서리늑대 그런트,죽음
1041,VO_CS2_121_Play_01,오리지널,서리늑대 그런트,원하는게 뭡니까
1042,VO_CS2_122_Attack_02,오리지널,공격대장,거기 어떻게좀 해봐
1043,VO_CS2_122_Death_03,오리지널,공격대장,죽음
1044,VO_CS2_122_Male_Orc_Attack_02,오리지널,공격대장,아니 그 광선 말고
1045,VO_CS2_122_Male_Orc_Death_03,오리지널,공격대장,빠져나와 안돼
1046,VO_CS2_122_Male_Orc_Play_01,오리지널,공격대장,광선을 막아
1047,VO_CS2_122_Play_01,오리지널,공격대장,엄청 빠르고 강력하게 치라고
1048,VO_CS2_124_Attack_02,오리지널,늑대기수,내 칼을 받아라
1049,VO_CS2_124_Death_03,오리지널,늑대기수,죽음
1050,VO_CS2_124_Play_01,오리지널,늑대기수,돌격 준비 완료
1051,VO_CS2_131_Attack_02,오리지널,스톰윈드 기사,명예를 위해
1052,VO_CS2_131_Death_03,오리지널,스톰윈드 기사,아이고 이런
1053,VO_CS2_131_Play_01,오리지널,스톰윈드 기사,국왕폐하를 위해
1054,VO_CS2_141_Attack_02,오리지널,아이언포지 소총병,발사
1055,VO_CS2_141_Death_03,오리지널,아이언포지 소총병,죽음
1056,VO_CS2_141_Play_01,오리지널,아이언포지 소총병,장전 완료
1057,VO_CS2_142_Attack_02,오리지널,코볼트 흙점쟁이,내꺼야
1058,VO_CS2_142_Death_03,오리지널,코볼트 흙점쟁이,죽음
1059,VO_CS2_142_Play_01,오리지널,코볼트 흙점쟁이,너 양초 못가져간다
1060,VO_CS2_147_Attack_02,오리지널,노움 발명가,어라 잠깐만요
1061,VO_CS2_147_Death_03,오리지널,노움 발명가,죽음
1062,VO_CS2_147_Play_01,오리지널,노움 발명가,만능스패너좀 던져주세요
1063,VO_CS2_150_Attack_02,오리지널,스톰파이크 특공대,준비됐어
1064,VO_CS2_150_Death_03,오리지널,스톰파이크 특공대,죽음
1065,VO_CS2_150_Play_01,오리지널,스톰파이크 특공대,커다란 총을 가져왔지
1066,VO_CS2_151_Attack_02,오리지널,은빛 성기사단 기사,전장으로
1067,VO_CS2_151_Death_03,오리지널,은빛 성기사단 기사,죽음
1068,VO_CS2_151_Play_01,오리지널,은빛 성기사단 기사,종자여 내게 오라
1069,VO_CS2_152_Attack_02,오리지널,종자,정 그러시다면
1070,VO_CS2_152_Death_03,오리지널,종자,죽음
1071,VO_CS2_152_Play_01,오리지널,종자,준비됐습니다
1072,VO_CS2_155_Attack_02,오리지널,대마법사,눈 깜짝할 새에
1073,VO_CS2_155_Death_03,오리지널,대마법사,죽음
1074,VO_CS2_155_Play_01,오리지널,대마법사,이런건 어떨까
1075,VO_CS2_161_Attack_02,오리지널,라벤홀트 암살자,문제 해결
1076,VO_CS2_161_Death_03,오리지널,라벤홀트 암살자,죽음
1077,VO_CS2_161_Play_01,오리지널,라벤홀트 암살자,문제가 생겼다고 들었습니다만
1078,VO_CS2_162_Attack_02,오리지널,투기장의 제왕,잘가라
1079,VO_CS2_162_Death_03,오리지널,투기장의 제왕,죽음
1080,VO_CS2_162_Play_01,오리지널,투기장의 제왕,문이 열렸다
1081,VO_CS2_179_Attack_02,오리지널,센진 방패대가,알았다고
1082,VO_CS2_179_Death_03,오리지널,센진 방패대가,죽음
1083,VO_CS2_179_Play_01,오리지널,센진 방패대가,타즈딩고 헤헤헤 좋아
1084,VO_CS2_181_Attack_02,오리지널,부상당한 검귀,네 피를 볼 차례다
1085,VO_CS2_181_Death_03,오리지널,부상당한 검귀,죽음
1086,VO_CS2_181_Play_01,오리지널,부상당한 검귀,의무병
1087,VO_CS2_187_Attack_02,오리지널,무법항 경호원,제가 처리하죠
1088,VO_CS2_187_Death_03,오리지널,무법항 경호원,죽음
1089,VO_CS2_187_Play_01,오리지널,무법항 경호원,제 뒤로 오세요
1090,VO_CS2_188_Attack_02,오리지널,가혹한 하사관,내 분노를 봐라
1091,VO_CS2_188_Death_03,오리지널,가혹한 하사관,죽음
1092,VO_CS2_188_Play_01,오리지널,가혹한 하사관,나가서 싸워라 머저리들아
1093,VO_CS2_189_Attack_02,오리지널,엘프 궁수,해보겠습니다
1094,VO_CS2_189_Death_03,오리지널,엘프 궁수,죽음
1095,VO_CS2_189_Play_01,오리지널,엘프 궁수,한 발이면 충분하죠
1096,VO_CS2_196_Attack_02,오리지널,가시덩굴 사냥꾼,망치 맛을 보여주마
1097,VO_CS2_196_Death_03,오리지널,가시덩굴 사냥꾼,죽음
1098,VO_CS2_196_Play_01,오리지널,가시덩굴 사냥꾼,뿔엄니한테 까불지 마
1099,VO_CS2_197_Attack_02_MIX,오리지널,오우거 마법사,뭉개자 안돼 박살내자
1100,VO_CS2_197_Death_03_MIX,오리지널,오우거 마법사,죽음
1101,VO_CS2_197_Play_01_MIX,오리지널,오우거 마법사,준비됐어 난 아직인데
1102,VO_CS2_200_Attack_02,오리지널,돌주먹 오우거,나 부순다
1103,VO_CS2_200_Death_03,오리지널,돌주먹 오우거,죽음
1104,VO_CS2_200_Play_01,오리지널,돌주먹 오우거,뭘 보는거야
1105,VO_CS2_213_Attack_02,오리지널,못 말리는 로켓병,웃음
1106,VO_CS2_213_Death_03,오리지널,못 말리는 로켓병,죽음
1107,VO_CS2_213_Play_01,오리지널,못 말리는 로켓병,난다 날아
1108,VO_CS2_221_Attack_02,오리지널,원한 맺힌 대장장이,고통이여
1109,VO_CS2_221_Death_03,오리지널,원한 맺힌 대장장이,네가 감히
1110,VO_CS2_221_Play_01,오리지널,원한 맺힌 대장장이,나의 뜻을 복종하라
1111,VO_CS2_222_Attack_02,오리지널,스톰윈드 용사,얼라이언스를 위하여
1112,VO_CS2_222_Death_03,오리지널,스톰윈드 용사,죽음
1113,VO_CS2_222_Play_01,오리지널,스톰윈드 용사,스톰윈드의 힘을 보아라
1114,VO_CS2_226_Attack_02,오리지널,서리늑대 전쟁군주,호드를 위하여
1115,VO_CS2_226_Death_03,오리지널,서리늑대 전쟁군주,죽음
1116,VO_CS2_226_Play_01,오리지널,서리늑대 전쟁군주,서리도끼 부족이 간다
1117,VO_CS2_227_Attack_02,오리지널,투자개발회사 용병,잘 있었어
1118,VO_CS2_227_Death_03,오리지널,투자개발회사 용병,안좋아 안좋다구 아파
1119,VO_CS2_227_Play_01,오리지널,투자개발회사 용병,농담하는거지
1120,VO_CS2_235_Attack_02,오리지널,북녘골 성직자,그러죠
1121,VO_CS2_235_Death_03,오리지널,북녘골 성직자,죽음
1122,VO_CS2_235_Play_01,오리지널,북녘골 성직자,다친 사람 있나요
1123,VO_Curator_Male_ArcaneGolem_CuratorArcaneGolem_01,한여름 밤의 카라잔,전시 관리인,본 관리인과 상당부분 닮은 개체입니다
1124,VO_Curator_Male_ArcaneGolem_CuratorBeasts_01,한여름 밤의 카라잔,전시 관리인,본 관리인은 야수에 알레르기가 있습니다
1125,VO_Curator_Male_ArcaneGolem_CuratorDeath_04,한여름 밤의 카라잔,전시 관리인,관리인 작동을 중단합니다
1126,VO_Curator_Male_ArcaneGolem_CuratorDemons_01,한여름 밤의 카라잔,전시 관리인,악마들은 박물관에  전시될 수 없습니다
1127,VO_Curator_Male_ArcaneGolem_CuratorDragons_01,한여름 밤의 카라잔,전시 관리인,용족들은 배설물을 주의해 주십시오
1128,VO_Curator_Male_ArcaneGolem_CuratorEmoteResponse_01,한여름 밤의 카라잔,전시 관리인,해당 요청을 수행할 수 없습니다
1129,VO_Curator_Male_ArcaneGolem_CuratorHarrison_02,한여름 밤의 카라잔,전시 관리인,위험인물 감지 해리슨 존스 님은 출입할 수 없습니다
1130,VO_Curator_Male_ArcaneGolem_CuratorHarrison_03,한여름 밤의 카라잔,전시 관리인,위험인물 감지 해리슨 존스 님은 입장할 수 없습니다
1131,VO_Curator_Male_ArcaneGolem_CuratorMechs_01,한여름 밤의 카라잔,전시 관리인,보조 관리인을 재설정합니다
1132,VO_Curator_Male_ArcaneGolem_CuratorMedivhSkin_01,한여름 밤의 카라잔,전시 관리인,경고 가짜 메디브를 발견했습니다
1133,VO_Curator_Male_ArcaneGolem_CuratorMurlocs_01,한여름 밤의 카라잔,전시 관리인,양서류와 유사한 생명체들을 풀어주었습니다
1134,VO_Curator_Male_ArcaneGolem_CuratorOpen_01,한여름 밤의 카라잔,전시 관리인,전시물에는 손대지 마십시오
1135,VO_Curator_Male_ArcaneGolem_CuratorPirates_01,한여름 밤의 카라잔,전시 관리인,해적들도 파티에 초대되어야 합니다
1136,VO_Curator_Male_ArcaneGolem_CuratorReno_02,한여름 밤의 카라잔,전시 관리인,위험 인물 감지 리노 잭슨 님은 출입하실 수 없습니다
1137,VO_Curator_Male_ArcaneGolem_CuratorTurn1_01,한여름 밤의 카라잔,전시 관리인,저는 이곳의 안전을 책임지고 있습니다
1138,VO_Curator_Male_ArcaneGolem_CuratorTurn5_01,한여름 밤의 카라잔,전시 관리인,관람 규칙을 엄격히 준수해 주십시오
1139,VO_Curator_Male_ArcaneGolem_CuratorTurn9_01,한여름 밤의 카라잔,전시 관리인,손님은 박물관 밖으로 나갈 수 없습니다
1140,VO_Curator_Male_ArcaneGolem_IllhoofBossCoin_02,한여름 밤의 카라잔,전시 관리인,악마 일후프 가장 위험한 전시물입니다 접근 시 주의를 요합니다
1141,VO_Curator_Male_ArcaneGolem_IllhoofKilrekResponse_01,한여름 밤의 카라잔,전시 관리인,이유를 불문하고 소환 의식은 금지되었습니다
1142,VO_Curator_Male_ArcaneGolem_IllhoofSenseDemons_01,한여름 밤의 카라잔,전시 관리인,다수의 악마가 감지됩니다
1143,VO_Curator_Male_ArcaneGolem_IllhoofTurn1_01,한여름 밤의 카라잔,전시 관리인,허가되지 않은 소환의식이 감지되었습니다
1144,VO_Curator_Male_ArcaneGolem_IllhoofTurn5_01,한여름 밤의 카라잔,전시 관리인,소환 의식은 전시물들에게 부정적인 영향을 끼칩니다 악마를 막아야 합니다
1145,VO_Curator_Male_ArcaneGolem_IllhoofWin_01,한여름 밤의 카라잔,전시 관리인,감사합니다 손님 박물관이 다시 안정되었습니다
1146,VO_Curator_Male_ArcaneGolem_NightbaneBossCoin_02,한여름 밤의 카라잔,전시 관리인,관리인이 여러분께 사죄의 말씀을 드립니다 생물체들을 포획하는데 도움을 요청합니다
1147,VO_Curator_Male_ArcaneGolem_NightbaneCorruption_01,한여름 밤의 카라잔,전시 관리인,박물관에 타락이 뿌리내려서는 안됩니다
1148,VO_Curator_Male_ArcaneGolem_NightbaneTurn1_01,한여름 밤의 카라잔,전시 관리인,훈련한 전시물들은 위험할 수도 있습니다 필히 박물관으로 돌려보내야 합니다
1149,VO_Curator_Male_ArcaneGolem_NightbaneTurn3_01,한여름 밤의 카라잔,전시 관리인,생물체들을 확보해야 구역 내의 이동을 허가할 수 있습니다
1150,VO_Curator_Male_ArcaneGolem_NightbaneUnstablePortal_01,한여름 밤의 카라잔,전시 관리인,전시물들을 부드럽게 다뤄주십시오 이 용족은 불안정한 마법을 두려워합니다
1151,VO_Curator_Male_ArcaneGolem_NightbaneWin_01,한여름 밤의 카라잔,전시 관리인,추가 지원이 필요합니다
1152,VO_DREAM_01_Attack_02,오리지널,미소 띤 자매,해보죠
1153,VO_DREAM_01_Death_03,오리지널,미소 띤 자매,죽음
1154,VO_DREAM_01_Play_01,오리지널,미소 띤 자매,무슨 문제 있나요
1155,VO_DS1_055_Attack_02,오리지널,어둠비늘 치유사,어디부터 공격해줄까
1156,VO_DS1_055_Death_03,오리지널,어둠비늘 치유사,죽음
1157,VO_DS1_055_Play_01,오리지널,어둠비늘 치유사,나즈자타를 위해
1158,VO_DS1_070_Attack_02,오리지널,사냥개조련사,기합
1159,VO_DS1_070_Death_03,오리지널,사냥개조련사,죽음
1160,VO_DS1_070_Play_01,오리지널,사냥개조련사,내가 개판을 보여주마
1161,VO_ELISE_LOE16_ALT_1_FIRST_HALF_02,탐험가 연맹,엘리스 스타시커,라팜은 지팡에 힘을 모으는 동안 무적이에요
1162,VO_ELISE_LOE16_ALT_1_SECOND_HALF_03,탐험가 연맹,엘리스 스타시커,하지만 지팡이가 과부하되면 틈을 찾을 수 있을거에요 그가 소환한 하수인을 상대해야겠지만 말이에요
1163,VO_ELISE_SLITHERSPEAR_PREGAME_ALT_04,탐험가 연맹,엘리스 스타시커,저 나가가 핀리를 사로잡았어요 서두르세요 탐험가 님
1164,VO_ELISE_STAFF_CLICK_DONE_65,탐험가 연맹,엘리스 스타시커,고마워요 탐험가 님 당신 덕분에 시초의 지팡이를 탐험가의 전당에 안전하게 보관할 수 있게 됐어요
1165,VO_ELISE_STAFF_CLICK_EARLY_64,탐험가 연맹,엘리스 스타시커,드디어 시초의 지팡이에 대한 단서를 찾았어요 어서 이 박물관에 가져다 놓고 싶네요
1166,VO_ELISE_WEIRD_DECK_05,탐험가 연맹,엘리스 스타시커,죄송해요 덱이 좀 구식이죠 작년 대회 때 쓴 뒤로 카드를 바꾼 적이 없어서 그래요
1167,VO_ELISE_WING_1_OPEN_06,탐험가 연맹,엘리스 스타시커,지팡이의 첫번째 조각은 오르시스 사원에 있어요 리노가 이미 사원 안에 들어가 있죠 당신의 도움이 필요해요
1168,VO_ELISE_WING_3_OPEN_07,탐험가 연맹,엘리스 스타시커,지팡이의 세번째 조각인 해일의 진주는 가시덤불 밀림에 있어요 핀리 경이 이미 도착했을 건데 최근에 연락이 안되더라구요
1169,VO_ELISE_WING_4_OPEN_08,탐험가 연맹,엘리스 스타시커,라팜이 지팡이를 훔쳐 박물관을 장악했어요 전시물에 생명을 불어넣어 조종하면서 유물들을 훔치고 있어요
1170,VO_EX1_001_Attack_02,오리지널,빛의 감시자,빛을 상대해라
1171,VO_EX1_001_Death_03,오리지널,빛의 감시자,죽음
1172,VO_EX1_001_Play_01,오리지널,빛의 감시자,빛의 이름으로
1173,VO_EX1_002_Attack_02,오리지널,흑기사,나는 무적이다
1174,VO_EX1_002_Death_03,오리지널,흑기사,죽음
1175,VO_EX1_002_Play_01,오리지널,흑기사,아무도 보내지 않겠다
1176,VO_EX1_004_Attack_02,오리지널,젊은 여사제,또 훈련인가요
1177,VO_EX1_004_Death_03,오리지널,젊은 여사제,죽음
1178,VO_EX1_004_Play_01,오리지널,젊은 여사제,축복이 필요하신가요
